Model,Accuracy,F1 Score,Val Loss,Training Time (s),Parameters,Epochs
DuET,0.7604617604617605,0.7577903816784173,0.7824351191520691,135.2978537082672,1781379,16
PatchTSTNan,0.9004329004329005,0.9011643306842005,0.43905192613601685,42.94019889831543,1809667,11
